# Section,X,Y,Y.local,Y.global,Krum,N,healthy,dis,HH.plants,MS.plants,prop.dis,prop.fem,H.flowers,D.flowers
LLL,0,0,0,0,80,0,0,0,0,0,0,0,0,0
LLL,1,0,0,0,100,0,0,0,0,0,0,0,0,0
LLL,2,0,0,0,100,0,0,0,0,0,0,0,0,0
LLL,3,0,0,0,100,0,0,0,0,0,0,0,0,0
LLL,4,0,0,0,95,0,0,0,0,0,0,0,0,0
LLL,5,0,0,0,100,0,0,0,0,0,0,0,0,0
LLL,6,0,0,0,100,0,0,0,0,0,0,0,0,0
LLL,7,0,0,0,100,0,0,0,0,0,0,0,0,0
LLL,8,0,0,0,100,0,0,0,0,0,0,0,0,0
LLL,9,0,0,0,100,0,0,0,0,0,0,0,0,0
LLL,0,0,1,1,100,0,0,0,0,0,0,0,0,0
LLL,1,0,1,1,100,0,0,0,0,0,0,0,0,0
LLL,2,0,1,1,100,0,0,0,0,0,0,0,0,0
LLL,3,0,1,1,100,0,0,0,0,0,0,0,0,0
LLL,4,0,1,1,90,2,1,1,0,1,0.5,1,4,1
LLL,5,0,1,1,100,0,0,0,0,0,0,0,0,0
LLL,6,0,1,1,100,0,0,0,0,0,0,0,0,0
LLL,7,0,1,1,100,0,0,0,0,0,0,0,0,0
LLL,8,0,1,1,100,0,0,0,0,0,0,0,0,0
LLL,9,0,1,1,100,0,0,0,0,0,0,0,0,0
LLL,0,0,2,2,85,0,0,0,0,0,0,0,0,0
LLL,1,0,2,2,60,0,0,0,0,0,0,0,0,0
LLL,2,0,2,2,100,0,0,0,0,0,0,0,0,0
LLL,3,0,2,2,100,0,0,0,0,0,0,0,0,0
LLL,4,0,2,2,90,0,0,0,0,0,0,0,0,0
LLL,5,0,2,2,100,0,0,0,0,0,0,0,0,0
LLL,6,0,2,2,100,0,0,0,0,0,0,0,0,0
LLL,7,0,2,2,100,0,0,0,0,0,0,0,0,0
LLL,8,0,2,2,100,0,0,0,0,0,0,0,0,0
LLL,9,0,2,2,100,0,0,0,0,0,0,0,0,0
LLL,0,0,3,3,20,0,0,0,0,0,0,0,0,0
LLL,1,0,3,3,30,0,0,0,0,0,0,0,0,0
LLL,2,0,3,3,75,0,0,0,0,0,0,0,0,0
LLL,3,0,3,3,100,0,0,0,0,0,0,0,0,0
LLL,4,0,3,3,90,0,0,0,0,0,0,0,0,0
LLL,5,0,3,3,100,0,0,0,0,0,0,0,0,0
LLL,6,0,3,3,100,0,0,0,0,0,0,0,0,0
LLL,7,0,3,3,100,0,0,0,0,0,0,0,0,0
LLL,8,0,3,3,100,0,0,0,0,0,0,0,0,0
LLL,9,0,3,3,100,0,0,0,0,0,0,0,0,0
LLL,0,0,4,4,80,0,0,0,0,0,0,0,0,0
LLL,1,0,4,4,80,0,0,0,0,0,0,0,0,0
LLL,2,0,4,4,80,0,0,0,0,0,0,0,0,0
LLL,3,0,4,4,70,0,0,0,0,0,0,0,0,0
LLL,4,0,4,4,50,0,0,0,0,0,0,0,0,0
LLL,5,0,4,4,100,0,0,0,0,0,0,0,0,0
LLL,6,0,4,4,100,0,0,0,0,0,0,0,0,0
LLL,7,0,4,4,100,0,0,0,0,0,0,0,0,0
LLL,8,0,4,4,100,0,0,0,0,0,0,0,0,0
LLL,9,0,4,4,100,0,0,0,0,0,0,0,0,0
LLL,0,0,5,5,60,0,0,0,0,0,0,0,0,0
LLL,1,0,5,5,95,0,0,0,0,0,0,0,0,0
LLL,2,0,5,5,100,0,0,0,0,0,0,0,0,0
LLL,3,0,5,5,95,0,0,0,0,0,0,0,0,0
LLL,4,0,5,5,30,0,0,0,0,0,0,0,0,0
LLL,5,0,5,5,70,0,0,0,0,0,0,0,0,0
LLL,6,0,5,5,100,0,0,0,0,0,0,0,0,0
LLL,7,0,5,5,100,0,0,0,0,0,0,0,0,0
LLL,8,0,5,5,100,0,0,0,0,0,0,0,0,0
LLL,9,0,5,5,100,0,0,0,0,0,0,0,0,0
LLL,0,0,6,6,20,0,0,0,0,0,0,0,0,0
LLL,1,0,6,6,100,0,0,0,0,0,0,0,0,0
LLL,2,0,6,6,100,0,0,0,0,0,0,0,0,0
LLL,3,0,6,6,100,0,0,0,0,0,0,0,0,0
LLL,4,0,6,6,80,0,0,0,0,0,0,0,0,0
LLL,5,0,6,6,10,0,0,0,0,0,0,0,0,0
LLL,6,0,6,6,100,0,0,0,0,0,0,0,0,0
LLL,7,0,6,6,100,0,0,0,0,0,0,0,0,0
LLL,8,0,6,6,100,0,0,0,0,0,0,0,0,0
LLL,9,0,6,6,100,0,0,0,0,0,0,0,0,0
LLL,0,0,7,7,70,0,0,0,0,0,0,0,0,0
LLL,1,0,7,7,60,0,0,0,0,0,0,0,0,0
LLL,2,0,7,7,100,0,0,0,0,0,0,0,0,0
LLL,3,0,7,7,100,0,0,0,0,0,0,0,0,0
LLL,4,0,7,7,100,0,0,0,0,0,0,0,0,0
LLL,5,0,7,7,20,0,0,0,0,0,0,0,0,0
LLL,6,0,7,7,30,0,0,0,0,0,0,0,0,0
LLL,7,0,7,7,40,0,0,0,0,0,0,0,0,0
LLL,8,0,7,7,100,0,0,0,0,0,0,0,0,0
LLL,9,0,7,7,100,0,0,0,0,0,0,0,0,0
LLL,0,0,8,8,100,0,0,0,0,0,0,0,0,0
LLL,1,0,8,8,75,0,0,0,0,0,0,0,0,0
LLL,2,0,8,8,60,0,0,0,0,0,0,0,0,0
LLL,3,0,8,8,90,0,0,0,0,0,0,0,0,0
LLL,4,0,8,8,30,0,0,0,0,0,0,0,0,0
LLL,5,0,8,8,80,0,0,0,0,0,0,0,0,0
LLL,6,0,8,8,30,1,1,0,0,1,0,1,2,0
LLL,7,0,8,8,30,0,0,0,0,0,0,0,0,0
LLL,8,0,8,8,100,0,0,0,0,0,0,0,0,0
LLL,9,0,8,8,100,0,0,0,0,0,0,0,0,0
LLL,0,0,9,9,100,0,0,0,0,0,0,0,0,0
LLL,1,0,9,9,100,0,0,0,0,0,0,0,0,0
LLL,2,0,9,9,25,2,1,1,1,0,0.5,0,1,2
LLL,3,0,9,9,15,3,3,0,3,0,0,0,6,0
LLL,4,0,9,9,0,0,0,0,0,0,0,0,0,0
LLL,5,0,9,9,90,0,0,0,0,0,0,0,0,0
LLL,6,0,9,9,100,0,0,0,0,0,0,0,0,0
LLL,7,0,9,9,20,0,0,0,0,0,0,0,0,0
LLL,8,0,9,9,100,0,0,0,0,0,0,0,0,0
LLL,9,0,9,9,100,0,0,0,0,0,0,0,0,0
LL,0,10,0,10,100,0,0,0,0,0,0,0,0,0
LL,0,10,1,11,100,0,0,0,0,0,0,0,0,0
LL,0,10,2,12,100,0,0,0,0,0,0,0,0,0
LL,0,10,3,13,90,0,0,0,0,0,0,0,0,0
LL,0,10,4,14,75,5,4,1,1,3,0.2,0.75,5,1
LL,0,10,5,15,50,6,5,1,1,4,0.166666667,0.8,12,1
LL,0,10,6,16,10,9,7,2,1,6,0.222222222,0.857142857,25,9
LL,0,10,7,17,0,8,6,2,2,4,0.25,0.666666667,23,7
LL,0,10,8,18,10,7,4,3,2,2,0.428571429,0.5,31,7
LL,0,10,9,19,0,7,5,2,1,4,0.285714286,0.8,20,16
LL,1,10,0,10,100,0,0,0,0,0,0,0,0,0
LL,1,10,1,11,100,0,0,0,0,0,0,0,0,0
LL,1,10,2,12,100,0,0,0,0,0,0,0,0,0
LL,1,10,3,13,100,0,0,0,0,0,0,0,0,0
LL,1,10,4,14,90,1,1,0,0,1,0,1,3,0
LL,1,10,5,15,50,4,4,0,2,2,0,0.5,12,0
LL,1,10,6,16,40,4,4,0,1,3,0,0.75,10,0
LL,1,10,7,17,30,5,4,1,1,3,0.2,0.75,11,2
LL,1,10,8,18,50,4,4,0,1,3,0,0.75,6,0
LL,1,10,9,19,40,6,2,4,1,1,0.666666667,0.5,4,9
LL,2,10,0,10,50,3,2,1,2,0,0.333333333,0,4,2
LL,2,10,1,11,80,0,0,0,0,0,0,0,0,0
LL,2,10,2,12,90,3,2,1,0,2,0.333333333,1,4,4
LL,2,10,3,13,100,0,0,0,0,0,0,0,0,0
LL,2,10,4,14,100,0,0,0,0,0,0,0,0,0
LL,2,10,5,15,80,1,1,0,0,1,0,1,4,0
LL,2,10,6,16,50,4,3,1,1,2,0.25,0.666666667,8,2
LL,2,10,7,17,75,3,1,2,1,0,0.666666667,0,1,11
LL,2,10,8,18,50,3,2,1,1,1,0.333333333,0.5,3,1
LL,2,10,9,19,25,5,2,3,1,1,0.6,0.5,4,6
LL,3,10,0,10,0,2,2,0,0,2,0,1,4,0
LL,3,10,1,11,25,3,3,0,1,2,0,0.666666667,5,0
LL,3,10,2,12,50,0,0,0,0,0,0,0,0,0
LL,3,10,3,13,100,0,0,0,0,0,0,0,0,0
LL,3,10,4,14,100,0,0,0,0,0,0,0,0,0
LL,3,10,5,15,100,0,0,0,0,0,0,0,0,0
LL,3,10,6,16,60,1,1,0,0,1,0,1,8,0
LL,3,10,7,17,50,2,1,1,1,0,0.5,0,3,3
LL,3,10,8,18,80,2,2,0,2,0,0,0,2,0
LL,3,10,9,19,50,3,2,1,1,1,0.333333333,0.5,2,8
LL,4,10,0,10,25,0,0,0,0,0,0,0,0,0
LL,4,10,1,11,25,0,0,0,0,0,0,0,0,0
LL,4,10,2,12,100,2,2,0,0,2,0,1,5,0
LL,4,10,3,13,15,3,3,0,0,3,0,1,3,0
LL,4,10,4,14,80,0,0,0,0,0,0,0,0,0
LL,4,10,5,15,60,2,1,1,0,1,0.5,1,1,2
LL,4,10,6,16,25,3,0,3,0,0,1,0,0,14
LL,4,10,7,17,25,3,1,2,1,0,0.666666667,0,6,8
LL,4,10,8,18,50,4,2,2,0,2,0.5,1,4,3
LL,4,10,9,19,10,3,3,0,2,1,0,0.333333333,5,0
LL,5,10,0,10,100,0,0,0,0,0,0,0,0,0
LL,5,10,1,11,95,0,0,0,0,0,0,0,0,0
LL,5,10,2,12,100,0,0,0,0,0,0,0,0,0
LL,5,10,3,13,50,0,0,0,0,0,0,0,0,0
LL,5,10,4,14,50,2,1,1,0,1,0.5,1,1,1
LL,5,10,5,15,60,0,0,0,0,0,0,0,0,0
LL,5,10,6,16,100,0,0,0,0,0,0,0,0,0
LL,5,10,7,17,10,3,3,0,1,2,0,0.666666667,7,0
LL,5,10,8,18,20,4,3,1,1,2,0.25,0.666666667,6,3
LL,5,10,9,19,0,1,1,0,0,1,0,1,3,0
LL,6,10,0,10,100,0,0,0,0,0,0,0,0,0
LL,6,10,1,11,100,0,0,0,0,0,0,0,0,0
LL,6,10,2,12,100,0,0,0,0,0,0,0,0,0
LL,6,10,3,13,95,0,0,0,0,0,0,0,0,0
LL,6,10,4,14,25,2,1,1,1,0,0.5,0,5,1
LL,6,10,5,15,50,7,2,5,1,1,0.714285714,0.5,2,9
LL,6,10,6,16,90,3,2,1,0,2,0.333333333,1,5,2
LL,6,10,7,17,10,5,5,0,1,4,0,0.8,8,0
LL,6,10,8,18,0,7,5,2,0,5,0.285714286,1,26,4
LL,6,10,9,19,0,7,4,3,0,4,0.428571429,1,15,7
LL,7,10,0,10,100,0,0,0,0,0,0,0,0,0
LL,7,10,1,11,100,0,0,0,0,0,0,0,0,0
LL,7,10,2,12,100,0,0,0,0,0,0,0,0,0
LL,7,10,3,13,100,0,0,0,0,0,0,0,0,0
LL,7,10,4,14,50,0,0,0,0,0,0,0,0,0
LL,7,10,5,15,25,2,2,0,1,1,0,0.5,2,0
LL,7,10,6,16,50,4,2,2,0,2,0.5,1,2,4
LL,7,10,7,17,0,3,2,1,2,0,0.333333333,0,2,3
LL,7,10,8,18,0,4,2,2,0,2,0.5,1,13,5
LL,7,10,9,19,0,5,5,0,1,4,0,0.8,12,0
LL,8,10,0,10,90,0,0,0,0,0,0,0,0,0
LL,8,10,1,11,100,0,0,0,0,0,0,0,0,0
LL,8,10,2,12,100,0,0,0,0,0,0,0,0,0
LL,8,10,3,13,100,0,0,0,0,0,0,0,0,0
LL,8,10,4,14,100,0,0,0,0,0,0,0,0,0
LL,8,10,5,15,75,1,1,0,0,1,0,1,2,0
LL,8,10,6,16,10,2,2,0,0,2,0,1,5,0
LL,8,10,7,17,0,3,1,2,1,0,0.666666667,0,1,3
LL,8,10,8,18,0,5,1,4,0,1,0.8,1,2,10
LL,8,10,9,19,50,5,3,2,1,2,0.4,0.666666667,15,4
LL,9,10,0,10,50,0,0,0,0,0,0,0,0,0
LL,9,10,1,11,33,0,0,0,0,0,0,0,0,0
LL,9,10,2,12,50,0,0,0,0,0,0,0,0,0
LL,9,10,3,13,100,0,0,0,0,0,0,0,0,0
LL,9,10,4,14,100,0,0,0,0,0,0,0,0,0
LL,9,10,5,15,100,0,0,0,0,0,0,0,0,0
LL,9,10,6,16,50,2,2,0,1,1,0,0.5,4,0
LL,9,10,7,17,0,3,1,2,0,1,0.666666667,1,1,2
LL,9,10,8,18,25,1,0,1,0,0,1,0,0,1
LL,9,10,9,19,25,0,0,0,0,0,0,0,0,0
L,0,20,0,20,50,2,2,0,1,1,0,0.5,8,0
L,0,20,1,21,100,0,0,0,0,0,0,0,0,0
L,0,20,2,22,100,0,0,0,0,0,0,0,0,0
L,0,20,3,23,100,0,0,0,0,0,0,0,0,0
L,0,20,4,24,30,1,0,1,0,0,1,0,0,1
L,0,20,5,25,40,3,1,2,0,1,0.666666667,1,1,3
